,mi,ha,ar,ab,p,ao,lt,lg,v
1507,3.9041,36.0,5.098039215686273,1.0130718954248366,1441.0,2.3545751633986933,34.18,-118.29,3.204
1508,1.7167,39.0,4.271468144044321,1.0387811634349031,1256.0,3.4792243767313016,33.96,-118.26,1.0
1509,4.3269,13.0,5.926686217008798,1.06158357771261,1081.0,3.1700879765395893,33.79,-117.8,2.314
1510,2.3843,29.0,5.32841328413284,1.2029520295202951,1038.0,3.8302583025830255,33.82,-117.91,1.829
1511,2.7083,16.0,5.1187845303867405,1.0773480662983426,1013.0,2.7983425414364635,37.79,-121.27,1.739
1512,9.6885,20.0,8.16842105263158,1.0921052631578947,1061.0,2.7921052631578958,34.4,-119.79,5.00001
1513,3.5967,15.0,4.257391304347826,1.0469565217391303,1666.0,2.8973913043478263,33.75,-117.93,1.416
1514,2.7694,17.0,3.8629715165511938,1.1077752117013089,3069.0,2.3625866050808315,37.65,-122.08,1.619
1515,4.4948,36.0,6.428104575163399,1.0326797385620916,910.0,2.973856209150327,33.91,-118.13,1.906
1516,2.9911,52.0,3.92283950617284,1.089506172839506,1076.0,3.320987654320988,37.74,-122.42,2.639
1517,3.5625,14.0,5.769349845201237,1.0603715170278638,1741.0,2.695046439628483,38.41,-121.37,1.257
1518,3.225,37.0,5.139841688654354,1.04221635883905,1163.0,3.0686015831134563,33.96,-118.04,1.54
1519,1.1667,52.0,3.75,1.0,183.0,3.2678571428571432,37.81,-122.27,1.125
1520,3.8542,33.0,5.00253164556962,1.0227848101265822,1379.0,3.491139240506328,33.94,-118.09,1.754
1521,5.1202,30.0,6.1706629055007065,0.9717912552891396,2038.0,2.874471086036672,38.02,-121.34,1.338
1522,5.9143,35.0,6.3502304147465445,1.1382488479262671,645.0,2.9723502304147464,33.83,-118.36,3.434
1523,7.2211,23.0,7.557077625570776,1.0182648401826484,706.0,3.2237442922374435,37.68,-121.92,2.919
1524,6.0382,26.0,5.33271375464684,1.053903345724907,1157.0,2.150557620817844,33.84,-118.38,3.553
1525,2.3967,38.0,4.278728606356968,1.0048899755501222,1398.0,3.4180929095354524,34.19,-118.15,1.631
1526,3.0294,42.0,4.919449901768173,1.0864440078585462,1550.0,3.0451866404715133,34.07,-117.74,1.357
1527,3.0833,24.0,2.8472222222222223,0.98015873015873,3171.0,6.291666666666668,33.74,-117.9,1.517
1528,2.075,40.0,4.02,1.0483333333333331,2119.0,3.5316666666666667,34.01,-118.13,1.511
1529,2.9744,43.0,6.0700636942675175,1.0414012738853504,996.0,3.171974522292994,38.26,-121.56,1.368
1530,3.8672,15.0,5.437333333333332,1.024,1178.0,3.1413333333333333,38.11,-121.27,1.2009999999999998
1531,6.9223,23.0,7.069943289224953,1.0245746691871456,3037.0,2.8705103969754253,34.2,-118.65,3.384
1532,1.9722,35.0,3.0,0.9887640449438202,1586.0,3.5640449438202246,34.07,-118.23,1.5630000000000002
1533,2.59,45.0,5.471111111111113,1.1311111111111112,1587.0,3.526666666666667,37.74,-122.4,2.1180000000000003
1534,3.52,32.0,5.897297297297298,1.0972972972972972,1122.0,3.0324324324324325,36.96,-122.03,2.842
1535,1.9688,40.0,3.8967971530249113,1.085409252669039,1322.0,4.704626334519573,34.04,-118.19,1.5
1536,5.6293,15.0,6.4192307692307695,1.023076923076923,1834.0,3.5269230769230764,38.03,-122.25,1.976
1537,5.8279999999999985,27.0,6.090909090909091,0.9963636363636365,785.0,2.8545454545454545,34.06,-118.16,3.011
1538,8.1484,36.0,6.806691449814126,1.100371747211896,871.0,3.2379182156133828,34.03,-118.4,5.00001
1539,2.7634,37.0,1.4112903225806452,0.9879032258064516,1122.0,4.524193548387096,34.05,-118.27,1.375
1540,5.0081,39.0,5.013745704467353,0.9793814432989691,761.0,2.6151202749140894,37.54,-122.29,2.9810000000000003
1541,4.3472,15.0,5.923832923832924,1.095823095823096,1144.0,2.810810810810811,38.34,-122.47,2.61
1542,1.7567,8.0,4.4851729818780885,1.1202635914332784,3220.0,2.6523887973640856,34.59,-117.42,0.695
1543,4.3281,19.0,5.499288762446659,1.1024182076813656,1554.0,2.2105263157894743,32.8,-117.03,2.2
1544,5.2769,34.0,5.374233128834356,0.9202453987730062,424.0,2.6012269938650308,37.31,-121.92,2.411
1545,1.7579,10.0,3.7448006932409013,1.0727902946273828,9851.0,2.1340987868284227,33.98,-117.34,1.034
1546,3.1551,27.0,4.6305418719211815,1.083743842364532,2022.0,2.490147783251232,34.18,-118.42,2.256
1547,5.1041,9.0,6.013671875,1.013671875,1562.0,3.05078125,37.98,-121.7,1.729
1548,2.1806,20.0,2.6335540838852096,1.0022075055187638,1880.0,4.150110375275938,34.04,-118.28,1.8
1549,4.4167,41.0,5.125,0.924342105263158,970.0,3.1907894736842106,37.37,-121.82,2.152
1550,3.1406,32.0,4.4082191780821915,1.0123287671232877,2368.0,3.2438356164383566,34.0,-118.15,1.753
1551,5.1769,18.0,6.107806691449814,1.0520446096654277,1134.0,4.215613382899628,32.7,-117.02,1.33
1552,7.8239,29.0,6.666666666666668,1.0426356589147288,612.0,2.372093023255814,33.51,-117.74,5.00001
1553,3.5313,16.0,5.384615384615384,1.0649038461538465,1104.0,2.6538461538461537,33.03,-117.27,1.487
1554,3.0958,49.0,4.034246575342467,1.0662100456621004,1066.0,2.4337899543379,34.1,-118.28,2.109
1555,2.5192,47.0,5.721393034825871,1.2139303482587065,552.0,2.7462686567164183,39.46,-123.84,1.104
1556,3.0398,31.0,4.587470449172577,1.074468085106383,1535.0,1.8144208037825056,34.15,-118.4,3.691
1557,3.5903,35.0,3.676767676767677,1.0168350168350169,962.0,3.2390572390572387,33.91,-118.33,1.833
1558,6.0,26.0,5.442666666666668,0.7813333333333333,936.0,2.496,34.15,-117.24,1.402
1559,2.0938,27.0,6.769230769230767,1.3356643356643356,283.0,1.9790209790209792,38.91,-120.01,0.944
1560,5.8831,19.0,6.88118811881188,1.0247524752475248,1320.0,3.267326732673267,38.44,-121.27,2.099
1561,3.0903,42.0,3.4307692307692306,0.9138461538461541,1412.0,4.344615384615385,33.94,-118.22,1.535
1562,6.3197,33.0,6.13157894736842,1.0382775119617225,1230.0,2.9425837320574164,37.31,-122.02,3.401
1563,2.0272,18.0,4.546985815602837,1.0381205673758864,3622.0,3.2109929078014185,37.68,-121.04,0.927
1564,5.1333,4.0,7.107561665992721,1.1399110392236151,7766.0,3.1403154063890013,34.12,-117.54,1.818
1565,3.3062,11.0,5.051420838971583,1.1244925575101488,1839.0,2.4884979702300405,35.11,-120.61,1.585
1566,2.1,17.0,4.3357400722021655,0.967509025270758,555.0,2.0036101083032487,39.51,-122.22,0.669
1567,3.9167,41.0,5.277591973244147,1.173913043478261,1159.0,3.876254180602007,37.71,-122.45,2.436
1568,2.3,28.0,5.046979865771812,1.0553691275167785,2537.0,4.256711409395973,33.79,-118.22,1.375
1569,5.2557,25.0,5.343373493975903,0.9623493975903614,2653.0,3.9954819277108435,34.02,-118.06,1.888
1570,3.7381,29.0,3.9939246658566216,1.071688942891859,1523.0,1.850546780072904,34.03,-118.47,2.906
1571,3.5547,36.0,5.609195402298851,0.9348659003831418,672.0,2.5747126436781613,37.7,-122.15,1.947
1572,5.0123,5.0,6.490780141843972,1.202836879432624,2314.0,3.2822695035461003,33.14,-117.22,2.104
1573,4.7062,27.0,5.8694444444444445,1.0555555555555556,1109.0,3.0805555555555566,33.81,-118.32,3.57
1574,2.1912,23.0,5.197368421052632,0.9013157894736842,365.0,2.401315789473684,39.8,-121.57,1.152
1575,0.536,46.0,3.1428571428571432,1.0476190476190477,37.0,1.761904761904762,38.02,-121.84,0.875
1576,10.1248,25.0,7.545454545454546,0.9710743801652892,1525.0,3.1508264462809916,34.06,-117.87,4.285
1577,3.0952,23.0,5.801324503311259,1.1015452538631347,1210.0,2.6710816777041937,38.65,-121.32,1.577
1578,2.5556,29.0,3.9364864864864866,1.0635135135135134,3803.0,5.139189189189189,33.96,-118.17,1.465
1579,4.5398,20.0,7.005277044854879,1.1398416886543536,1081.0,2.8522427440633247,36.85,-119.69,1.431
1580,3.2,32.0,5.632958801498128,1.0449438202247192,749.0,2.8052434456928843,37.99,-122.04,1.345
1581,3.071,8.0,4.5962962962962965,1.0851851851851853,1427.0,2.6425925925925924,34.64,-120.47,1.204
1582,3.12,52.0,4.797527047913447,1.061823802163833,1157.0,1.7882534775888717,37.84,-122.25,2.414
1583,3.099,30.0,5.688559322033898,1.125,2778.0,2.942796610169492,34.83,-117.15,0.6679999999999999
1584,3.9864,12.0,5.2558575445173386,0.9831302717900656,2595.0,2.432052483598876,37.71,-121.73,2.002
1585,2.7596,32.0,4.969418960244648,1.0244648318042813,1212.0,3.706422018348624,33.97,-117.36,0.8220000000000001
1586,1.7514,34.0,2.6601371204701274,1.091087169441724,2991.0,2.9294809010773752,34.09,-118.29,1.875
1587,7.1193,2.0,9.09375,1.09375,199.0,3.109375,33.81,-117.76,5.00001
1588,3.0,18.0,4.542615140285865,1.0359978824775014,6071.0,3.213869772366331,36.68,-121.8,1.622
1589,2.0417,34.0,5.052631578947368,1.0760233918128654,579.0,3.3859649122807016,36.6,-119.44,0.725
1590,1.9356,41.0,4.490140845070423,1.0338028169014084,1074.0,3.0253521126760563,37.76,-122.17,0.906
1591,3.13,18.0,5.829457364341085,1.3837209302325582,660.0,2.5581395348837206,41.88,-123.83,1.167
1592,2.5179,18.0,5.536231884057972,1.855072463768116,194.0,2.8115942028985508,32.84,-116.28,0.588
1593,2.5577,24.0,3.690533015115353,1.0930787589498807,3093.0,2.460620525059666,33.83,-118.01,2.023
1594,4.2788,23.0,5.767352185089973,0.9691516709511568,2609.0,3.3534704370179957,33.9,-117.44,1.487
1595,5.0958,16.0,5.4281984334203655,1.0287206266318538,746.0,1.9477806788511751,32.79,-117.2,3.0
1596,3.7143,32.0,4.443661971830986,1.0117370892018778,2245.0,5.269953051643191,33.75,-117.9,1.63
1597,2.8871,22.0,7.232736572890025,1.5601023017902813,986.0,2.5217391304347827,39.61,-121.39,0.947
1598,2.2621,32.0,3.2630331753554502,1.052132701421801,768.0,1.8199052132701417,34.15,-118.25,1.875
1599,1.6731,14.0,4.741322314049587,1.062809917355372,4722.0,3.902479338842975,37.62,-121.02,0.958
1600,4.199,52.0,3.649214659685864,1.0641361256544504,1302.0,1.7041884816753927,37.8,-122.43,4.0
1601,3.5402,24.0,4.747311827956988,0.9139784946236559,1028.0,2.763440860215054,38.48,-121.45,0.987
1602,5.3737,26.0,6.211678832116787,0.9854014598540146,1337.0,3.2530413625304138,33.71,-117.97,2.529
1603,4.5726,32.0,5.864457831325301,1.069277108433735,1786.0,5.379518072289157,33.73,-117.88,1.775
1604,3.125,25.0,3.9573643410852712,0.9767441860465116,975.0,3.779069767441861,33.84,-117.91,1.681
1605,4.5833,35.0,5.269230769230768,0.9825174825174824,1025.0,3.583916083916084,34.24,-118.42,1.7719999999999998
1606,2.184,31.0,5.5256410256410255,1.1538461538461535,231.0,2.9615384615384617,40.57,-122.36,0.773
1607,5.1512,2.0,8.834824501032347,1.2677219545767378,4636.0,3.1906400550585,33.9,-117.33,1.878
1608,6.8007,9.0,6.6944444444444455,0.9913194444444444,1646.0,2.857638888888889,33.55,-117.69,3.1830000000000003
1609,4.5066,7.0,4.659574468085107,0.9527186761229316,1336.0,3.15839243498818,34.06,-117.29,1.115
1610,4.0432,29.0,5.43141592920354,0.9634955752212392,3438.0,3.803097345132744,36.58,-121.88,4.5
1611,4.6908,27.0,5.6061776061776065,0.9691119691119692,928.0,3.583011583011583,34.28,-118.75,1.866
1612,2.5083,21.0,4.604784688995215,1.0688995215311006,1985.0,1.8995215311004785,38.75,-121.27,1.285
1613,2.1394,15.0,4.1346749226006185,1.1207430340557276,1800.0,2.7863777089783284,32.75,-117.12,1.067
1614,2.1103,8.0,4.814814814814816,1.3812104787714543,2143.0,1.9358626919602528,33.74,-117.0,0.944
1615,2.7284,21.0,3.2351885098743267,0.9982046678635548,1286.0,2.3087971274685817,33.96,-118.36,1.469
1616,2.71,17.0,5.2534562211981575,1.043778801843318,976.0,2.2488479262672807,40.54,-122.35,0.978
1617,2.5417,49.0,4.956521739130435,1.0507246376811594,924.0,2.231884057971014,37.86,-122.27,1.827
1618,3.4327,24.0,5.0151515151515165,1.0113636363636365,687.0,2.602272727272727,33.77,-118.0,1.928
1619,2.3516,21.0,4.5409836065573765,0.9918032786885246,426.0,3.4918032786885247,35.97,-119.42,0.475
1620,5.2083,36.0,5.079646017699115,0.936283185840708,1371.0,2.4265486725663723,34.11,-118.22,2.209
1621,2.7857,43.0,5.215053763440861,1.075268817204301,747.0,2.677419354838709,40.58,-122.4,1.042
1622,2.8194,43.0,4.665413533834586,0.9022556390977444,612.0,2.300751879699248,37.62,-121.03,0.813
1623,1.5729,36.0,4.553956834532374,1.0647482014388492,557.0,4.0071942446043165,32.7,-117.14,0.8270000000000001
1624,8.2883,34.0,6.618834080717488,0.9730941704035876,613.0,2.7488789237668163,37.37,-122.21,5.00001
1625,5.6918,12.0,12.910485933503836,2.1534526854219957,883.0,2.258312020460358,33.67,-116.29,2.313
1626,6.2045,29.0,5.9519230769230775,1.0432692307692308,1217.0,2.9254807692307687,37.31,-122.04,3.938
1627,3.9032,19.0,5.0014224751066845,1.0099573257467995,1810.0,2.574679943100996,37.7,-122.13,2.18
1628,3.4107,13.0,5.15625,1.125,822.0,12.84375,32.75,-115.5,1.425
1629,4.016,47.0,4.7431318681318695,1.0700549450549448,1353.0,1.8585164835164842,37.93,-122.42,2.745
1630,1.875,48.0,8.8,2.013793103448276,358.0,2.46896551724138,39.56,-120.92,0.6659999999999999
1631,4.3015,21.0,5.858823529411764,1.0627450980392157,781.0,3.0627450980392164,37.67,-121.32,2.5
1632,3.4269,26.0,3.376425855513308,1.0671736375158432,1745.0,2.211660329531052,34.02,-118.42,3.019
1633,5.1991,39.0,6.309446254071661,1.0944625407166124,742.0,2.416938110749186,37.73,-122.49,3.694
1634,7.8521,52.0,7.794392523364488,1.0514018691588785,517.0,2.4158878504672896,37.86,-122.24,5.00001
1635,2.8036,18.0,3.2740088105726874,1.2303964757709251,3596.0,1.5841409691629955,34.1,-118.35,2.25
1636,4.1417,38.0,4.954802259887006,1.07909604519774,928.0,2.621468926553672,37.74,-122.41,2.708
1637,4.5833,28.0,6.292117465224111,1.1020092735703246,2033.0,3.142194744976816,37.96,-122.0,1.907
1638,7.2392,31.0,7.281889763779527,0.9826771653543308,1852.0,2.9165354330708664,33.77,-117.81,3.346
1639,4.2136,26.0,4.696839080459768,1.132183908045977,1427.0,2.050287356321839,37.33,-121.96,2.883
1640,7.9814,26.0,7.257692307692308,1.014102564102564,2493.0,3.1961538461538463,34.15,-118.62,4.099
1641,2.1573,28.0,4.826013513513512,1.045608108108108,1614.0,2.726351351351352,36.79,-119.74,0.7140000000000001
1642,3.625,36.0,4.285714285714286,0.8571428571428571,51.0,3.6428571428571432,37.64,-120.96,0.675
1643,4.6793,14.0,5.833333333333332,1.12,852.0,2.84,33.68,-117.78,2.3680000000000003
1644,4.7007,25.0,5.824561403508773,1.023391812865497,1884.0,3.672514619883041,34.42,-118.46,1.695
1645,1.9805,49.0,3.888675623800384,1.051823416506718,963.0,1.848368522072937,37.87,-122.28,1.737
1646,4.75,36.0,5.9265402843601915,1.0497630331753554,1031.0,2.443127962085308,33.88,-118.38,4.421
1647,4.4375,36.0,5.527331189710611,0.9742765273311896,836.0,2.6881028938906746,37.7,-122.16,1.935
1648,4.1875,15.0,6.535471331389699,1.0796890184645287,3139.0,3.050534499514092,35.41,-120.65,2.616
1649,2.1602,14.0,4.917627677100494,1.0,2250.0,3.70675453047776,36.34,-119.31,0.652
1650,5.09,14.0,6.65834165834166,1.2297702297702298,2026.0,2.023976023976024,33.03,-117.07,2.685
1651,4.9135,52.0,6.676549865229112,1.0377358490566038,993.0,2.6765498652291098,34.16,-118.25,3.681
1652,4.125,19.0,5.373737373737375,1.0303030303030305,1317.0,2.2171717171717167,37.94,-122.02,2.6710000000000003
1653,6.6818,25.0,6.345,1.0,1678.0,2.796666666666667,37.3,-122.04,4.113
1654,8.1888,37.0,7.235138705416117,1.1003963011889035,1925.0,2.5429326287978857,34.09,-118.53,5.00001
1655,2.5417,33.0,4.955752212389379,0.7964601769911505,310.0,2.7433628318584065,36.61,-119.26,1.188
1656,2.4792,24.0,3.4547038327526134,1.1341463414634143,2251.0,3.9216027874564463,34.18,-118.38,2.0
1657,3.375,30.0,3.992327365728902,0.9744245524296676,1104.0,2.8235294117647056,33.83,-117.93,2.019
1658,6.3501,23.0,6.299479166666668,0.90625,1066.0,2.7760416666666665,37.66,-122.04,3.5
1659,5.8527,22.0,6.309486780715398,0.9704510108864696,2204.0,3.4276827371695178,33.81,-118.04,2.41
1660,4.4609,16.0,6.2607361963190185,1.0214723926380371,1912.0,2.9325153374233133,38.71,-121.27,1.429
1661,6.4238,24.0,7.176570458404075,1.0882852292020373,1605.0,2.724957555178268,33.66,-117.82,2.784
1662,1.2857,39.0,4.031496062992126,1.0393700787401574,443.0,3.4881889763779528,37.61,-120.99,0.6
1663,2.1213,35.0,3.9166666666666665,0.9553571428571428,732.0,2.1785714285714284,38.58,-121.53,0.792
1664,3.0694,24.0,5.21978021978022,1.0054945054945057,383.0,2.1043956043956045,33.97,-117.41,1.25
1665,3.9519,50.0,5.439330543933054,1.1004184100418408,691.0,2.8912133891213387,38.01,-122.12,1.265
1666,4.8906,16.0,6.404210526315789,1.1031578947368421,1516.0,3.1915789473684217,34.02,-117.67,1.785
1667,2.4884,43.0,4.202321724709784,0.9817578772802652,2448.0,4.059701492537314,36.68,-121.62,1.305
1668,6.0809,21.0,6.474167623421357,1.026406429391504,2670.0,3.0654420206659014,37.08,-122.07,2.7
1669,3.6094,47.0,5.820338983050848,1.064406779661017,868.0,2.942372881355932,34.19,-118.15,1.607
1670,2.6447,42.0,5.740845070422536,1.036619718309859,2037.0,5.738028169014084,37.77,-122.3,2.0
1671,4.516,32.0,4.120396600566572,1.0594900849858355,1310.0,1.855524079320113,34.04,-118.47,3.5
1672,3.175,27.0,4.791044776119403,0.9552238805970148,214.0,3.1940298507462686,34.0,-117.34,1.016
1673,3.5,31.0,5.173400673400673,1.0387205387205387,2640.0,4.4444444444444455,34.09,-117.98,1.6130000000000002
1674,3.8393,35.0,5.5688775510204085,0.9770408163265306,976.0,2.489795918367347,37.72,-122.13,2.435
1675,3.3348,52.0,4.929133858267717,1.0314960629921262,722.0,1.89501312335958,38.56,-121.46,1.228
1676,2.6852,33.0,5.3128491620111715,1.0335195530726258,1168.0,3.2625698324022347,36.7,-120.0,0.708
1677,6.0532,12.0,5.97153024911032,0.8576512455516014,765.0,2.7224199288256226,35.6,-117.68,1.028
1678,4.3864,32.0,6.58312020460358,1.0869565217391304,1099.0,2.81074168797954,39.12,-121.63,1.175
1679,3.3438,19.0,6.9637681159420275,1.579710144927536,479.0,3.471014492753623,34.7,-119.31,1.5630000000000002
1680,4.45,31.0,5.154377880184332,0.9930875576036866,1135.0,2.6152073732718892,33.94,-117.95,2.679
1681,3.6853,32.0,4.946902654867257,1.0442477876106195,1021.0,3.0117994100294987,34.12,-117.21,0.909
1682,1.5938,36.0,5.5371428571428565,1.1771428571428568,732.0,4.182857142857143,37.29,-120.31,0.5760000000000001
1683,7.5196,16.0,7.895287958115183,1.031413612565445,1172.0,3.068062827225132,33.58,-117.66,3.156
1684,2.9091,23.0,6.794223826714799,1.4945848375451265,673.0,2.4296028880866425,38.93,-119.99,1.419
1685,4.0417,52.0,4.791666666666667,1.1180555555555556,553.0,1.9201388888888888,37.8,-122.43,5.00001
1686,3.2317,41.0,3.8616600790513833,1.0474308300395256,865.0,3.41897233201581,37.32,-121.89,1.848
1687,1.9657,13.0,4.187035069075452,1.0584484590860783,4749.0,2.5233793836344316,38.48,-121.42,1.16
1688,1.9718,32.0,5.5,1.0685279187817258,1301.0,3.302030456852792,35.4,-119.47,0.698
1689,1.8667,50.0,4.715302491103203,0.99644128113879,811.0,2.886120996441281,36.74,-119.77,0.628
1690,5.2815,30.0,6.392434988179669,1.0070921985815602,1289.0,3.0472813238770686,33.69,-117.91,2.295
1691,2.2019,50.0,4.134517766497462,1.1091370558375635,1581.0,4.0126903553299496,34.12,-117.3,0.635
1692,2.9044,43.0,5.424657534246576,1.2465753424657535,261.0,3.5753424657534247,34.02,-118.13,1.729
1693,4.3194,34.0,5.2254901960784315,0.9607843137254902,819.0,2.676470588235294,34.22,-118.56,1.97
1694,4.3958,33.0,5.936893203883495,0.9611650485436892,1209.0,2.934466019417476,34.09,-117.65,1.456
1695,1.4427,43.0,4.52051282051282,0.9974358974358974,1623.0,4.161538461538462,36.72,-119.77,0.477
1696,2.7171,38.0,8.295454545454545,1.7670454545454546,569.0,3.2329545454545454,38.7,-123.24,1.3130000000000002
1697,3.6467,36.0,4.409090909090909,1.1022727272727273,867.0,2.4630681818181817,34.03,-118.43,3.467
1698,2.3906,27.0,5.270270270270268,1.0225225225225223,660.0,2.972972972972973,37.59,-120.69,0.818
1699,10.3467,34.0,7.296127562642369,1.1002277904328015,949.0,2.161731207289294,34.07,-118.43,5.00001
1700,2.9798,35.0,4.86254295532646,1.0103092783505154,591.0,2.0309278350515463,33.84,-118.18,3.156
1701,3.2792,40.0,4.452975047984645,1.0786948176583493,1499.0,2.8771593090211134,37.76,-122.51,2.608
1702,1.9052,38.0,4.203773584905662,1.0773584905660378,1697.0,3.20188679245283,34.0,-117.41,0.8340000000000001
1703,0.9463,43.0,4.614973262032086,1.1016042780748665,788.0,4.213903743315508,34.0,-118.24,0.95
1704,1.7328,44.0,4.053061224489796,1.1693877551020408,1044.0,2.130612244897959,38.56,-121.47,0.8809999999999999
1705,6.541,21.0,7.2024390243902445,1.0219512195121951,1397.0,3.4073170731707316,34.16,-118.95,2.915
1706,5.2138,20.0,5.33,0.976,2734.0,2.734,33.69,-117.88,2.331
1707,4.1792,42.0,5.4332129963898925,1.1696750902527075,553.0,1.9963898916967509,37.93,-122.66,3.5
1708,3.406,13.0,5.023372287145242,1.0578742348358374,4870.0,2.710072342793545,35.33,-119.07,1.007
1709,7.2772,36.0,7.858156028368795,1.0591016548463357,1190.0,2.813238770685579,34.23,-118.51,4.772
1710,5.1741,16.0,5.80327868852459,1.0204918032786885,636.0,2.6065573770491803,33.7,-117.79,2.277
1711,1.8295,52.0,2.628169014084507,1.0535211267605633,2957.0,4.164788732394366,37.8,-122.41,2.438
1712,6.448,30.0,6.641025641025642,0.967948717948718,467.0,2.993589743589743,37.34,-122.02,3.606
1713,1.875,26.0,5.077702702702703,1.1587837837837838,699.0,2.3614864864864864,39.77,-121.6,0.84
1714,3.6398,27.0,5.952702702702703,1.0518018018018018,1455.0,3.277027027027027,38.21,-121.32,1.467
1715,4.8988,13.0,5.113243761996161,0.9942418426103646,1468.0,2.817658349328215,34.32,-118.47,3.252
1716,1.5303,40.0,4.949664429530201,1.1644295302013423,1222.0,4.100671140939597,33.96,-118.26,0.953
1717,6.7543,15.0,7.185567010309278,1.0701030927835051,1740.0,3.5876288659793816,33.65,-117.65,2.519
1718,4.5461,16.0,7.7232876712328755,1.3123287671232875,1068.0,2.926027397260273,35.1,-120.3,2.708
1719,4.375,27.0,5.205741626794258,1.0574162679425838,1440.0,3.444976076555024,33.8,-117.9,2.125
1720,2.6576,5.0,5.939205955334987,1.1290322580645162,1944.0,2.4119106699751858,34.44,-117.22,0.985
1721,2.0323,43.0,4.096069868995633,0.9912663755458516,1571.0,3.430131004366812,33.96,-118.25,1.125
1722,3.3679,52.0,4.613412228796844,1.0808678500986193,1090.0,2.149901380670612,37.77,-122.45,3.5
1723,3.5865,37.0,5.167539267015707,0.9790575916230366,551.0,2.8848167539267013,33.94,-117.4,1.12
1724,2.6812,43.0,5.843023255813954,1.162790697674419,492.0,2.86046511627907,37.98,-121.27,0.728
1725,2.2344,52.0,4.337539432176656,1.4416403785488958,1089.0,3.4353312302839116,33.77,-118.2,2.0
1726,2.625,36.0,6.029585798816568,0.9940828402366864,602.0,3.562130177514793,36.86,-121.51,2.1
1727,0.957,52.0,2.709016393442623,1.2950819672131149,392.0,1.6065573770491803,40.8,-124.17,0.6
1728,3.0357,7.0,5.541490857946553,1.0745428973277074,2140.0,3.009845288326301,34.54,-117.36,0.913
1729,3.116,19.0,3.4034514925373136,1.0872201492537314,3870.0,1.805037313432836,34.02,-118.4,3.0
1730,3.0147,37.0,3.95820895522388,1.0,1771.0,5.2865671641791065,37.48,-122.21,2.181
1731,5.542000000000002,24.0,6.8357196684250185,1.0060286360211002,4558.0,3.4348153730218534,33.85,-118.26,1.975
1732,7.7848,19.0,7.3584905660377355,1.2015646571560057,5175.0,2.381500230096641,34.02,-118.88,5.00001
1733,3.3942,36.0,3.8119658119658117,0.9230769230769232,410.0,3.5042735042735043,33.98,-118.11,1.472
1734,4.1875,45.0,4.6414342629482075,0.9402390438247012,845.0,3.366533864541833,37.57,-122.31,2.673
1735,2.5158,22.0,4.006151742993849,1.036226930963773,5436.0,3.7156527682843454,37.64,-122.07,1.349
1736,7.6344,14.0,7.662068965517242,0.9793103448275862,472.0,3.255172413793104,32.65,-117.03,2.905
1737,3.0132,44.0,4.094545454545455,1.0763636363636364,989.0,1.798181818181818,37.88,-122.27,2.729
1738,3.5313,20.0,5.8526011560693645,0.9479768786127168,1039.0,3.0028901734104045,36.32,-119.33,0.828
1739,3.6214,28.0,2.849056603773585,0.9764150943396226,615.0,2.900943396226415,33.84,-117.94,1.821
1740,1.9886,39.0,4.962174940898344,1.0236406619385343,929.0,2.1962174940898347,39.23,-121.07,1.138
1741,5.2563,24.0,5.878151260504201,1.0056022408963583,2468.0,3.456582633053221,33.73,-117.94,2.114
1742,3.4902,34.0,4.274064171122995,1.0822192513368984,2400.0,1.6042780748663101,37.56,-122.33,5.00001
1743,2.3253,14.0,4.239731768650461,1.0888516345347865,3662.0,3.069572506286672,32.57,-117.1,1.337
1744,3.0321,21.0,4.731082654249127,1.0139697322467986,1847.0,2.1501746216530853,38.92,-121.1,1.355
1745,4.7393,23.0,4.960328317373461,1.0930232558139534,2321.0,3.1751025991792066,33.84,-118.29,2.379
1746,4.5724,4.0,6.837037037037038,1.2296296296296296,352.0,2.607407407407408,35.1,-117.98,0.845
1747,4.0114,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,37.8,-122.19,2.634
1748,4.4196,18.0,5.451612903225807,0.96415770609319,706.0,2.5304659498207887,35.38,-119.12,1.21
1749,2.2366,23.0,3.4433497536945814,0.9556650246305419,1112.0,2.7389162561576352,38.29,-122.28,1.402
1750,2.8015,12.0,4.467041389882473,1.080224833929484,4854.0,2.4803270311701584,33.13,-117.06,1.435
1751,4.7159,9.0,6.402298850574713,0.9885057471264368,529.0,3.0402298850574714,37.68,-120.97,1.6369999999999998
1752,1.6678,27.0,4.736413043478262,1.0326086956521738,697.0,1.8940217391304348,38.62,-121.37,1.661
1753,5.0198,9.0,6.696378830083567,1.0863509749303621,1074.0,2.9916434540389973,34.35,-117.31,1.519
1754,2.3241,43.0,3.556962025316456,0.9409282700421941,1590.0,3.3544303797468364,33.96,-118.21,1.5930000000000002
1755,6.0538,20.0,6.232597623089982,0.9626485568760612,1944.0,3.300509337860781,37.24,-121.82,2.41
1756,6.2427,11.0,6.161016949152543,1.0466101694915255,635.0,2.690677966101694,33.88,-117.97,2.185
1757,3.75,19.0,4.473145780051151,1.0383631713554988,969.0,2.4782608695652173,33.84,-117.95,1.734
1758,3.67,14.0,5.93950177935943,1.0818505338078293,1373.0,2.4430604982206408,39.27,-120.83,1.601
1759,7.75,17.0,8.23076923076923,1.1282051282051282,92.0,2.358974358974359,34.49,-119.14,3.75
